code	City	Company_Name	Main_Activity	Operating_Revenue	Total_Assets	Revenue_Range	No_of_Companies	Shareholder_Name	Shareholder_Country	CEO_Name
EC1792180031001	Tumbaco	Nutrivital S.A.	Services	4095	0	1752	2	Mr Gustavo Garzon Galarza Andres, Mr Rodolfo Garzon Galarza Xavier, Mrs Cristina Belen Garzon Galarza, Mrs Maria Sol Garzon Galarza, Mrs Olivia Alexandra Garzon Galarza	EC	N/A
EC15882	El Oro Machala	Cooperativa De Ahorro Y Credito Once De Junio Ltda	Services	4073	44712	1752	0			N/A
EC1390146422001	Guayaquil	Bodyguard Security Compania Limitada	Services	4052	0	1752	0	Mr Edgar Eduardo Honorio Oquendo Paez, Mr Miguel Omar Estrada Paez, Mr Raul Hamid Estrada Paez	EC	N/A
EC1790001725001	Quito	Siderurgica Ecuatoriana Sa Sidec	Manufacturing	4023	0	1752	0			N/A
EC0992407018001	Guayaquil	Milene S.A.	Manufacturing	4007	0	1752	0			N/A
EC0992386789001	Puerto Ayora	Nautica Del Pacifico S.A. Naupasa	Manufacturing	3993	0	1752	0	Mr Francisco Eduardo Diez Gangotena	EC	N/A
EC1792019257001	Quito	Neumaticos Del Ecuador Servirueda S.A.	Manufacturing	3992	0	1752	0	Business Process Analysis Group Llc, Centrollanta S.A., Mr Edmundo Patricio Davalos Cardenas, Mr Jose Luis Sevilla Gortaire, Mr Juan Jose Rivadeneira Mino, Mr Luis Vivero Mino Fernando	EC,US	N/A
EC54089	Cuenca	Vazcorp Sociedad Financiera S.A.	Services	3986	23255	1752	0			Mr Luis Rafael Calderon Peralta
EC0992693606001	Guayaquil	Construcciones Portuarias Y Cimentaciones S.A. - Tunaserv Servicios Portuarios S.A. & Asociados	Services	3972	0	1752	0			N/A
EC2091756377001	Guayaquil	Technology & Asociados Asistechsa S.A.	Services	3951	0	1752	0			N/A
EC53520	Quito	Cooperativa De Ahorro Y Credito San Francisco De Asis Ltda	Services	3934	25208	1752	0			Mr Ruben Dario Lopez Baez
EC0992623748001	Guayaquil	Storeocean S.A.	Services	3863	16903	1752	0	Agripac S.A., Delcorp Sa	EC	Mr Gad Ivan Goldstein Valdez
EC0991352937001	Guayaquil	Fertisa, Fertilizantes, Terminales I Servicios S.A.	Wholesale	3839	0	1752	4	Ministerio De Agricultura Y Ganaderia, Scylla Limited Partnership	NZ,EC	N/A
EC0992698403001	Guayaquil	Terrasea S.A.	Wholesale	3796	0	1752	0	Morales Zapatier Danilo Anderson, Mr Victor Manuel Mazzini Fajardo	EC	N/A
EC0190391906001	Cuenca	Austroparts Cia. Ltda.	Wholesale	3754	0	1752	0	Mr Carlos Efrain Roldan Siguenza, Mrs Aida Gerardina Ortiz Cornejo, Mrs Sandra Catalina Roldan Ortiz	EC	N/A
EC1792110742001	Quito	Maletas Y Productos Maleprodu Cia. Ltda.	Wholesale	3733	0	1752	2	Mr Aida Piedad Munoz Zapater, Mr Erick Paul Brito Munoz, Mr Sebastian Vela Brito Andres	EC	N/A
EC0992525169001	Guayaquil	Workcomti S.A.	Wholesale	3706	0	1752	0			N/A
EC1792114101001	Quito	Comercial Calzacosta S.A.	Wholesale	3702	0	1752	2	Mr Uwe Peter Guggenbuhl Noller, Mrs Astrid Carmen Guggenbuhl	CH	N/A
EC0991276076001	Guayaquil	Maersk Del Ecuador C.A.	Wholesale	3659	0	1752	0			N/A
EC1791272609001	Quito	Gestorincsa S.A.	Wholesale	3580	0	1752	0	Mr Adrian Fabricio Guzman Torres, Mr Antonio Deidan Rivera Orlando, Mr Eduardo Falcony Palacio Alfonso, Mr Juan Manuel Crespo Nieto, Mr Mauricio Guzman Torres Dennys, Mr Milton Alexander Gavilanes Rojas, Mrs Norma Maria Amalia Palacio Balarezo	EC	N/A
EC1790072266001	Quito	Orienco Sa	Wholesale	3575	0	1752	2	Mr Diego Jose Mateus Escobar, Mr Robert Ernest Kenyon Escobar, Mrs Maria Del Carmen Mateus Escobar, Mrs Maria Gabriela Mateus Escobar, Mrs Maria Margarita Escobar Rivadeneira	EC	N/A
EC0990026394001	Guayaquil	Ryc S.A.	Wholesale	3574	3274	1752	0	Drole S.A., Inmobiliaria Riosol S.A.	EC	Mr Alejandro Nicolas Munoz Uscocovich
EC0991495274001	Guayaquil	Logistica De Alimentos Logalisa S.A.	Wholesale	3543	0	1752	2	Mr Arturo Alfonso Balda Delgado, Mr Cesar Armando Baquerizo Barriga	EC	N/A
EC0992443375001	Guayaquil	Arthroscorp S.A.	Wholesale	3524	2207	1752	2	Mrs Evelyn Auxiliadora Espinoza Valle, Mrs Magali Cecilia Valle Tomala Giomar	EC	N/A
EC1791715411001	Riobamba	Entersystems Latinoamericana De Computadoras&Sistemas Cia. Ltda.	Wholesale	3512	0	1752	0	Mr Carlos Alberto Guarquila Balseca, Mrs Monica Yolanda Pino Amoroso, Mrs Salazar Cobo Sonia Bali, Mrs Tania Elizabeth Alulema Balarezo	EC	N/A
EC1792228808001	Zaruma	Equitechcons Cia. Ltda.	Wholesale	3507	0	1752	0			N/A
EC0992838957001	Guayaquil	Grupo Msa S.A.	Wholesale	3494	0	1752	0			N/A
EC1790511472001	Guayaquil	Tercon Terminales De Contenedores C Ltda	Wholesale	3488	0	1752	0	Ankari S.A., Farimar S.A., Nimaro Sa, Peal S.A, Rideyca S.A.	EC	N/A
EC1790783081001	Quito	Anecoex Ecuador Sa	Wholesale	3467	0	1752	0			N/A
EC0992260378001	Guayaquil	Consultora Ambiental Ecosambito C. Ltda.	Wholesale	3458	4531	1752	0	Mr Gustavo Rafael Manrique Miranda, Mr Jose Javier Guarderas Hidalgo	EC	Mr Gustavo Rafael Manriques Miranda
EC0992154551001	Samborondon	Syngenta Crop Protection S.A. Sucursal Ecuador	Wholesale	3449	0	1752	0			N/A
EC1790311015001	Quito	Centro Grafico Cegrafico S.A.	Services	3445	3649	1752	0	Degetau Von Forckenberck Christian Georg (Hrdos), Ingesa S.A., Mr Antonio Jijon Letort Santiago Miguel, Mr Fernando Barra Cobo, Mr Fernando Jose Clemente Barra Castells, Mr Francisco Nicolas Cobo Martinez, Mr Jose Antonio Barahona Espinel, Mr Juan Bernardo Davalos Donoso, Mrs Carmen Marcel Arteta  Elena, Mrs Daniela Barra Cobo, Mrs Gemma Florencia Durini Teran, Mrs Maria Cristina Barra Cobo, Urtadasa S.A., Vallejo Arcos Clemente	DE,EC	Mr Antonio Jijon Letort Santiago Miguel
EC0991281258001	Guayaquil	Arual S.A.	Services	3426	0	1752	2	Mr Eduardo Rojas, Mr Leonardo Sixto Alvarado Murillo, Mr Mercedes Magdalena Holguin Gonzalez	EC,US	N/A
EC1090106453001	Ibarra	Divalle Cia. Ltda.	Services	3423	0	1752	0			N/A
EC0990131775001	Guayaquil	Norlop Thompson Asociados S.A.	Services	3403	0	1752	7	Cavendish Square Holding B.V., Mr Francisco Jose Sola Medina	NL,EC	N/A
EC0992420502001	Guayaquil	Japina S.A.	Services	3390	0	1752	104	Naviera Ultranav Ltda	CL	N/A
EC1792267463001	Quito	Club Del Buen Beber Buenvin S.A.	Services	3365	0	1752	0	Mr Maria Del Carmen Roman Davalos, Mrs Andrea Maria Roman Barahona, Mrs Maria Dolores Roman Davalos	EC	N/A
EC1792098785001	Ibarra	Prointer Productos Internacionales S.A.	Services	3335	0	1752	5	Atlas Management International Llc, Mr Edwin Santiago Ruiz Espinoza	EC,US	N/A
EC0190151549001	Cuenca	Sanitarios-Hypoo-Co S.A.	Services	3333	0	1752	0	Almacenes Juan Eljuri Cia. Ltda., C.A. Ecuatoriana De Ceramica, Ceramica Rialto Sa	EC	N/A
EC0992474904001	Guayaquil	Dreamspower S.A.	Services	3328	0	1752	0			N/A
EC15883	El Oro, Pinas	Cooperativa De Ahorro Y Credito Padre Julian Lorente Ltda	Services	3316	35606	1752	0			N/A
EC1792331277001	Quito	Constructora Vasconez Paredes Ingenieria Y Construccion Cia. Ltda.	Services	3313	0	1752	2	Mr Alex Renato Vasconez Paredes, Mr Daniel Santiago Vasconez Paredes, Mr Enrique Vasconez Naranjo Cristobal	EC	N/A
EC0591724932001	Latacunga	Compania De Transporte De Carga Pesada Puzolana Transpuzol S.A.	Services	3305	0	1752	0	Mr Edgar Bladimir Alvarez Cisneros, Mr Edgar Germanico Alvarez Salazar, Mr Edgar Miguel Espin Vaca, Mr Fausto German Herrera Tapia, Mr Fredy Jhon Alvarez Salazar, Mr German Alvarez Salazar Wilson, Mr Jorge Alvarez, Mr Jorge Rusbel Gallegos Medina, Mr Luis Enrique Liger Alban, Mr Luis Gonzalo Calvachi Gallo, Mr Marco Antonio Crespo Soria, Mr Marco Paul Chacon Quinteros, Mr Oswaldo Estrella Cevallos Walther, Mr Xavier Bastidas Palma Franklin	EC	N/A
EC1792378230001	Quito	Montecz S.A.	Services	3300	0	1752	0			N/A
EC0990551731001	Guayaquil	Productora Nacional De Panificacion Y Pasteleria Pronapan C Ltda	Services	3297	0	1752	2	Holding Rabascall Cia. Ltda. Holdingrabsa, Mr Jose Fernando Rabascall Bittner	EC	N/A
EC1790850226001	Quito	Weldorado S.A.	Services	3275	0	1752	0			N/A
EC1791884078001	Quito	Villagomez Ojeda C.V. Cia. Ltda	Services	3274	0	1752	2	Mr Cristhian Enrique Villagomez Yepez, Mr Enrique Villagomez Perez, Villagomez Yepez Paulina De Los Angeles	EC	N/A
EC1791729625001	Pifo	Cueva Nevarez & Asociados Cia. Ltda.	Services	3265	0	1752	2	Mr Juan Carlos Cueva Nevarez, Mrs Elsa Rossana Cueva Nevarez	EC	N/A
EC0991074147001	Guayaquil	Transpoint S.A.	Services	3261	0	1752	0	Farimar S.A., Mr Holger Riebau Casar, Nimaro Sa, Peal S.A, Rideyca S.A., Soneto C.A.	DE,EC	N/A
EC0591725815001	Latacunga	Maquinaria Y Materiales De Construccion Matlencops Cia. Ltda.	Services	3249	0	1752	0			N/A
EC0591713221001	Latacunga	Comercial Yucailla Cia. Ltda.	Services	3248	0	1752	0	Mr Baltazar Juan Jose Yucailla, Mr Baltazar Juan Manuel Yucailla, Mr Baltazar Segundo Nicolas Yucailla, Mr Juan Toalombo Espin Segundo, Mr Leonardo Freire Barrionuevo Washington, Mr Luis Milton Cevallos Chicaiza, Mr Roberto Elias Cevallos Moreta, Mrs Nelly Beatriz Toalombo Yucailla, Yucailla Baltazar Angel Rodrigo, Yucailla Baltazar Maria Agustina	AR,EC	N/A
EC1391801106001	Quito	Diseno, Desarrollo Y Manufactura De Ecuador D.D.M. S.A.	Services	3244	0	1752	0			N/A
EC0990093490001	Guayaquil	Bolivar, Compania De Seguros Del Ecuador Sa	Services	3224	18415	1752	0			N/A
EC0992785306001	Guayaquil	Induasertiva S.A.	Services	3175	0	1752	0			N/A
EC0591709224001	Quito	Paneles Y Construcciones Panecons S.A.	Services	3155	0	1752	5	Asociacion Mutualista De Ahorro Y Credito Para La Vivienda Pichincha, Mr Mario Alfredo Burbano De Lara Auson	EC	N/A
EC0992486740001	Guayaquil	Dyleyng S.A.	Services	3150	0	1752	0			N/A
EC0992161175001	Guayaquil	Corporacion Latinoamericana De Software Sociedad Anonima (C.O.R.L.A.S.O.S.A.)	Services	3147	0	1752	0	Mr Emilio Rivas Constantine Vicente, Mr Jaime Patricio Yaselga Paredes, Mr Mario Yanqui Moreira Orlando De	EC	N/A
EC0992658835001	Guayaquil	Edubey S.A.	Services	3117	0	1752	0	Mrs Karla Lissette Jordan Vite, Mrs Marjorie Maria Alvarado Navarro	EC	N/A
EC0992504544001	Quito	Ilednym S.A.	Services	3112	0	1752	2	Mr Jorge Orlando Vega Sanchez, Mr Oswaldo David Chandi Agama, Mr Willian Agustin Franco Assan, Mrs Laura Veronica Guerrero Carvajal	EC	N/A
EC1791973070001	Quito	Pqa Productores Quimicos Ecuatorianos S.A.	Services	3103	0	1752	0	Mr Juan Francisco Poch Figueroa, Mrs Diana Maria Enciso Forero	CO	N/A
EC1791326202001	Quito	Alianza Logistika Tdge S.A.	Services	3090	0	1752	0	Garces & Garces Cargo Service S.A., International Fresh Cargo B.V., Ledzep Holding S.A., Transporte Internacional De Carga Transinternacional Cargo Cia. Ltda.	NL,EC	N/A
EC0991297952001	Guayaquil	Compania Multimodal Operadores Portuarios S.A.	Services	3079	0	1752	0			N/A
EC1891748848001	Nueva Loja	Ferreteria Ambato Ferambato Cia. Ltda.	Services	3075	0	1752	2	Fiallos Solis Washintong Jhonder, Mr Adrian Fiallos Bano Washington	EC	N/A
EC0990263205001	Guayaquil	Inversiones Inmobiliarias Guayaquil Igsa Sa	Services	3048	0	1752	0			N/A
