code	City	Company_Name	Main_Activity	Operating_Revenue	Total_Assets	Revenue_Range	No_of_Companies	Shareholder_Name	Shareholder_Country	CEO_Name
EC1390067506001	Portoviejo	Banco Comercial De Manabi	Services	5438	60802	5118	0	Abad Barzallo Rodrigo, Andrade Castro Nelzon Anival, Consejo De Gobierno De Bienes Diocesanos Diocesis Portoviejo, Davila Cedeno Flor Maria De Lourdes, Delgado Mendoza Manuel Arquides, Inmobiliaria Hegasa S.A., Lopez Zambrano Maria De Lourdes Victoria, Marcain S.A., Menendez Garcia Reilinda Indaura, Mieles Arteaga Rosa De Navidad, Mr Adriano Aurelio Zambrano Palma, Mr Agustin Jose Vera Velez, Mr Agustin Paredes Bravo Angel, Mr Alfredo Alvarez Cedeno Wilson, Mr Alfredo Andrade Zambrano Galo, Mr Alfredo Robledo Zambrano Neres, Mr America Solorzano Moreira Luz, Mr Ana Janeth Del Rocio Bolanos Leon, Mr Anibal Eustaquio Andrade Solorzano, Mr Antonio Teran Mogro Jesus, Mr Arteaga Macias Angel Ulbio, Mr Arturo Milagro Cedeno Arteaga, Mr Arturo Romero Ugalde Rene, Mr Aureliano Trueva Mirones, Mr Aurelio Uscocovich Salazar Miguel, Mr Carlos Alfredo Anchundia Quijije, Mr Carlos Amadeo Miranda Hernandez, Mr Carlos Andres Santos Andrade, Mr Carlos Aristides Villavicencio Velez, Mr Carlos Clever Santos Tejada, Mr Carlos Enrique Bolanos Leon, Mr Carlos Enrique Emanuele Cedeno, Mr Carlos Enrique Ledergerber Reshuan, Mr Carlos Enrique Solorzano Moreira, Mr Carlos Raul Kon Viteri, Mr Cesar Enrique Fernandez Cevallos, Mr Cesar Enrique Jose Ruperty Loor, Mr Cesar Enrique Ledergerber Gaitan, Mr Dario Morales Mendoza Ruben, Mr Diego Rene Valarezo Chumo, Mr Edmundo Sussmann Hidrovo Walter, Mr Eduardo Lopez Saa Manuel, Mr Eduardo Vicente Uscocovich Balda, Mr Eli Heriberto Montesdeoca Intriago, Mr Emilio Champan Morales Segundo, Mr Enrique Marcelino Perez Briones, Mr Enrique Rivadeneira Briones Farid, Mr Ernesto Arteaga Giler Remigio, Mr Ernesto Galarraga Zamora Fabian, Mr Ernesto Mendoza Cedeno Manuel, Mr Euclides Andrade Garcia Walter, Mr Ezequiel Valarezo Cedeno Manuel, Mr Francisco Xavier Perez Suarez, Mr Freddy Hernan Zambrano Cedeno, Mr Gilberto Montanero Gomez Nestor, Mr Gonzalo Antonio Sabando Cevallos, Mr Gonzalo Francisco Viteri Moreira, Mr Gonzalo Victor Vicente Valarezo Cedeno, Mr Guillermo Eulogio Jara Cantos, Mr Gustavo Brunner Ardila Yandri, Mr Gustavo Edmundo Izaguirre Quinonez, Mr Heriberto Arsenio Duenas Giler, Mr Hugo Acosta Avila, Mr Humberto Moreno Loor, Mr Ignacio Raguel Mera Cedeno, Mr Jaime Alfredo Alarcon Zambrano, Mr Jaime Arturo Rodriguez Castillo, Mr Jaime Bolanos Moreira, Mr Jaime Eduardo Ledergerber Gaitan, Mr Javier Andres Andrade Morales, Mr Javier Ciro Ledergerber Gaitan, Mr Joaquin Egberto Ramirez Marcillo, Mr Joaquin Ramirez Mieles, Mr Jorge Alfredo Zambrano Garcia, Mr Jorge Luis Pesantes Hanze, Mr Jorge Washington Saltos Guillen, Mr Jose Adalberto Gonzalez Rivadeneira, Mr Jose Antonio Mera Solorzano, Mr Jose Armando Palma Palma, Mr Jose Felicisimo Intriago Zambrano, Mr Jose Gabriel Andrade Garcia Ariosto, Mr Jose Joaquin Cevallos Cevallos, Mr Jose Manuel Mendoza Cedeno, Mr Jose Manuel Reyes Mejia, Mr Jose Vicente Espinales Tejena, Mr Juan Andres Duran Cedeno, Mr Juan Carlos Flor Hidalgo, Mr Juan Carlos Santos Andrade, Mr Juan Fernando Andrade Morales, Mr Julio Eloy Loor Bravo, Mr Julio Hernan Valarezo Cedeno, Mr Lara Carlos Enrique Solorzano, Mr Lucio Alfredo Valarezo Cedeno, Mr Luis Alberto Cedeno Palma, Mr Luis Alfredo Duenas Falconi, Mr Luis Alfredo Espinoza Garcia, Mr Luis Fernando Gonzalez Garcia, Mr Luis Ricardo Marchan Guerrero, Mr Luis Vicente Moreira Barberan, Mr Manuel Gregorio Avila Macias, Mr Marco Alejandro Duran Aleman, Mr Marco Antonio Zambrano Garcia, Mr Maria Del Mar Garcia Rengifo Luz, Mr Mario Alfredo Valarezo Navia, Mr Miguel Angel Barcia Bravo, Mr Miguel Leoncio Lituma Ulloa, Mr Montesdeoca Vera Nilo Bayardo, Mr Nestor Rene Valarezo Navia, Mr Olga Azucena Proano Vinces, Mr Orlando Otto Ruben Morales, Mr Oswaldo Cesareo Velez Cedeno, Mr Oswaldo Leoncio Chavez Mendoza, Mr Oswaldo Ostaiza Moreira Didimo, Mr Pedro Atanacio Molina Palma, Mr Pedro Jose Duenas Giler, Mr Pedro Raul Solorzano Moreira, Mr Rafael Emilio Jarre Vinces, Mr Rafael Ivan Jarre Vinces, Mr Ramon Julio Cesar Tuarez Romero, Mr Ramon Manuel Fernandez Cevallos, Mr Raul Alfredo Cabrera Suarez, Mr Renan Loor Giler Angel, Mr Rene Neri Arteaga Cornejo, Mr Ricardo Javier Zambrano Cedeno, Mr Rigoberto Ignacio Navia Macias, Mr Roberto Antonio Jarre Mieles, Mr Roberto Antonio Navia Macias, Mr Roberto Cesario Mendoza Alcivar, Mr Roberto Guillermo Llerena Zambrano, Mr Saul Salvador Solorzano Moreira, Mr Sergio Fernando Arteaga Macias, Mr Sergio Ruben Solorzano Cedeno, Mr Sixto Silvino Solorzano Moreira, Mr Tuarez Intriago Jose Edulfo, Mr Vera Camilo Patricio Palomeque, Mr Vera Luis Alberto Intriago, Mr Victor Abrahan Feijoo Salcedo, Mr Victor Hugo Edison Correa Donoso, Mr Vielka Del Rocio Grijalva Romo, Mr Yesther Francis Guillem Zambrano, Mr Yury Patricio Polanco Alarcon, Mrs Alexandra Patricia Valarezo Cedeno, Mrs Alice Vicenta Cedeno Cevallos, Mrs Ana Maria Valarezo Navia, Mrs Ana Marina Andrade Garcia, Mrs Angela Dolores Velasquez Ormaza, Mrs Angelina Quinonez Hidalgo Cenia, Mrs Annabelle Elizabeth Zambrano Alvarado, Mrs Ariadna Maria Andrade Garcia, Mrs Arline Solorzano Rodas Negda, Mrs Augusta Cristina Maria Cevallos Rodriguez, Mrs Augusta Soledad Morales Mendoza, Mrs Carmela Judith Valarezo Cedeno, Mrs Caroline Cantos Roldan Nayade, Mrs Edith Guillermina Parrales Munoz, Mrs Elvira Arteaga Macias Rosa, Mrs Esperanza Julieta Cedeno Cedeno, Mrs Fanny Cecilia Gomez Zambrano, Mrs Francisca Margarita Acosta Cedeno, Mrs Genoveva Margarita Palomeque Delgado, Mrs Gina Alexandra Briones Giler, Mrs Gina Maria Monge Mendoza, Mrs Graciela Argentina Andrade Mendoza, Mrs Iduna Annabelle Bayona Trivino, Mrs Irma Violeta Maria Valarezo Cedeno, Mrs Jamileth Rosemari Cedeno Cedeno, Mrs Jessenia Guadalupe Garcia Garcia, Mrs Julia Cevallos Murillo, Mrs Julia Isabel Magdalena Canizares Robles, Mrs Katty Patricia Jurado Murillo, Mrs Lara Sonia Magaly Moreno, Mrs Leila Elizabeth Falconi Rodriguez, Mrs Leonor Hurtado Polit Bella, Mrs Lesbia Raquel Andrade Alava, Mrs Letty Maria Vaca Vera, Mrs Lila Maria Leonor Velasquez Velez, Mrs Margarita Alava Fernandez Eustorgia, Mrs Maria Alejandra Henriques Alcivar, Mrs Maria Beatriz Tapia Murillo, Mrs Maria Concepcion Valarezo Centeno, Mrs Maria Cristina Palma Murillo, Mrs Maria Emperatriz Mendoza Mendoza, Mrs Maria Leonor Andrade Morales, Mrs Maria Luisa Balda Menendez, Mrs Maria Magdalena Garcia Vidal, Mrs Maria Magdalena Murillo Talledo, Mrs Maria Margarita Garcia Villavicencio Analicia, Mrs Maria Monserrate Loor Bravo, Mrs Maria Teresa Falconi Rodriguez, Mrs Mariana Alexandra Tapia Murillo, Mrs Mariana Augusta Chavez Ramos, Mrs Mariana Josefa Gomez Santos, Mrs Mariana Mora Montesdeoca Holanda, Mrs Marjorie Katherine Ledergerber Reshuan, Mrs Marlene Avellan Parraga Anexy, Mrs Melva Estrella Delgado Toro, Mrs Mercedes Palacios Murillo Edga, Mrs Mirian Cleopatra Tapia Murillo, Mrs Miroslava Melo Delgado Estrella, Mrs Mirtha Patricia Molina Hidrovo, Mrs Monica Maria Liliana Mendoza Garcia, Mrs Nancy Guillem Murillo Egny, Mrs Natividad Macias Loor Concepcion, Mrs Nelly Aray Mendoza Rosa, Mrs Nidya Astrid Cedeno Rivadeneira, Mrs Octaviana Andrade Solorzano Elba, Mrs Olga Alejandrina Cevallos Viteri, Mrs Olivia Mera Guillen Asuncion, Mrs Patricia Del Carmen Limongi Andrade, Mrs Paula Olinda Solorzano Larrea, Mrs Raquel Violeta Montesdeoca Loor, Mrs Rosa Oliva Mendoza Chavez, Mrs Rosy Alexandra Beltron Cedeno, Mrs Sara Josefina Aguilar Valle, Mrs Sara Ramona Murillo Hidrovo, Mrs Susana Rodriguez Rodriguez Marcy, Mrs Tanya Elizabeth Moreira Fuentes, Mrs Teresa Enriqueta Flores De Valgas Cedeno, Mrs Teresita Luz Marina Robles Cobos, Mrs Victoria Ignacia Orlando Andrade, Mrs Violeta Lastenia Valarezo Zambrano, Solorzano Moreira Jose Artemidoro, Solorzano Moreira Marianita De Jesus, Velez Velez Zoila Hermencia, Vinces Menendez Wilson Cristodulo, Yoo Chavez Misui Briceida, Zambrano Figueroa Placido Herlando, Zambrano Mero Wilmer Teofanes	EC	Mr Pedro Jose Duenas Giler
EC1791772121001	Quito	Polipack Cia. Ltda.	Services	5433	0	5118	0	Mr Carlos Andres Zaidan Gattas, Mr Jorge Nicolas Zaidan Gattas, Mr Sameer Zaidan Saba	EC	N/A
EC0990819130001	Guayaquil	Industrial Y Comercial 3b S.A.	Services	5408	0	5118	2	Mr Antonio Orellana Figueroa Manuel, Mr Daniel Quintero Izquierdo Bismarck, Mr Jose Izquierdo Puggliessi Bismarck, Mrs Tatiana Elisa Quintero Izquierdo	EC	N/A
EC1792493749001	Quito	Worldwide Colocacion De Equipos Y Servicios Wequipserv Cia. Ltda.	Services	5357	0	5118	0			N/A
EC1791250966001	Quito	Expoeventos Exev Cia. Ltda.	Services	5313	0	5118	0			N/A
EC1890069963001	Ambato	Ambaseg Ambato Seguridad C Ltda	Services	5304	0	5118	0	Mr Hernan Andrade Martinez Rodrigo, Mr Jose Joaquin Andrade Martinez, Mrs Esther Cecilia Torres Freire	EC	N/A
EC0992577339001	Guayaquil	Aceroin S.A.	Services	5286	0	5118	0			N/A
EC15829	Chone	Cooperativa De Ahorro Y Credito Chone Ltda	Services	5274	40281	5118	0			N/A
EC0990802734001	Guayaquil	Constructora Alecons Sa	Services	5261	0	5118	0	Mr Arnoldo Andres Alencastro Serrano, Mrs Belen Alencastro Serrano, Mrs Claudia Maria Alencastro Serrano, Mrs Monica Paulina Alencastro Serrano	EC	N/A
EC0990025843001	Quito	Topseg Compania De Seguros Y Reaseguros Sa	Services	5251	11280	5118	2	Mr Cesar Manuel Moya Bustillos, Mr Christian Marcelo Leon Garzon, Mr Francisco Javier Suarez Salas, Mr Francisco Suarez Morales Kenny, Mr Ruben German Leon Alvear, Mrs Adriana Shenni Calle Moscoso, Mrs Carmen Del Rocio Castillo Moscoso	EC	N/A
EC0991307605001	Guayaquil	Afp Genesis Administradora De Fondos Y Fideicomisos S.A.	Services	5247	13134	5118	592	Metlife Inc, Provida Internacional S.A.	US,CL	Mr Carlos Luis Lecaro Velez
EC0992367318001	Guayaquil	Consorcio Inmobiliario Velasco S.A. Convel	Services	5232	0	5118	0			N/A
EC0991440429001	Guayaquil	Figuretti S.A.	Services	5199	7429	5118	0	Mr Juan Carlos Abad Decker, Mr Juan Carlos Abad Freire, Mr Juan Telmo Abad Decker, Mrs Monica Consuelo Gomez Cano	EC	Mr Benito Salomon Chamba Riofrio
EC53502	Quito	Cooperativa De Ahorro Y Credito Construccion Comercio Y Produccion Ltda	Services	5196	51601	5118	0			Mr Hugo Rene Ventimillas Altamirano
EC0990360545001	Guayaquil	Talme S.A.	Manufacturing; Wholesale	5189	30457	5118	0	Maquimet S.A., Singh S.A.	PA,EC	Mr Horacio Mariano Rojas Blanc
EC1891713580001	Izamba	Austro Distribuciones Austrodis Cia. Ltda.	Manufacturing; Wholesale	5183	0	5118	2	Mr Jorge Eduardo Vintimilla Rodas, Mr Jorge Israel Vintimilla Nieto, Mr Ricardo Canales Vintimilla, Mrs Catalina Alexandra Vintimilla Nieto	EC	N/A
EC0992541830001	Guayaquil	Torplas S.A.	Manufacturing; Wholesale	5181	0	5118	2	Mr Gilberto Guevara Guerra Vicente, Mr Rolando Guevara Viteri Omar	EC	N/A
EC0992135700001	Guayaquil	Neymatex S.A.	Manufacturing; Wholesale	5168	0	5118	0			N/A
EC0990954429001	Guayaquil	Constructora Confacing C. Ltda.	Manufacturing; Wholesale	5161	0	5118	2	Mr Galo Alfonso Verduga Canarte, Mr Verduga Canarte Antonio Zabulon	EC	N/A
EC1790968790001	Quito	Corporacion Comercial Reyes ''Comrey Cia.Ltda.''	Manufacturing; Wholesale	5143	0	5118	0	Mr Rafael Reyes Vinueza Augusto, Mrs Andrea Carolina Reyes Vinueza	EC	N/A
EC0992134348001	Guayaquil	Repcontver S.A.	Manufacturing; Wholesale	5074	0	1752	3	Mr Eddy Reinaldo Vera Castro, Mr William Jacinto Vera Castro	EC	N/A
EC0991311645001	Guayaquil	Latina Vida Compania De Seguros Ca	Manufacturing; Wholesale	5035	4737	1752	0			N/A
EC1792504015001	Quito	Soluciones Moviles Del Ecuador Solumovecsa S. A.	Manufacturing; Wholesale	5007	0	1752	0			N/A
EC0990493782001	Guayaquil	Laboratorio Clinico Arriaga Ca	Manufacturing; Wholesale	4968	0	1752	0			N/A
EC1792345189001	Quito	China Road And Bridge Corporation	Manufacturing; Wholesale	4890	0	1752	12404	China Road & Bridge Corporation	CN	N/A
EC1792249198001	Quito	Estacion De Servicio Sangolqui Servisangolqui Cia. Ltda.	Manufacturing; Wholesale	4878	0	1752	0			N/A
